,ID,Sex,Marital status,Age,Education,Income,Occupation,Settlement size,Cluster
605,100000606,0,0,22,0,131699,1,1,0
606,100000607,0,0,74,2,192481,2,1,1
607,100000608,1,1,50,2,155122,1,2,0
608,100000609,0,0,33,1,106015,1,2,0
609,100000610,0,0,45,1,108378,1,0,0
610,100000611,1,1,22,1,105257,1,1,0
611,100000612,1,1,48,2,118788,0,0,3
612,100000613,1,1,29,1,162955,1,2,0
613,100000614,1,1,22,1,119511,1,2,0
614,100000615,1,1,22,1,102000,1,0,0
615,100000616,0,0,48,1,254449,2,1,1
616,100000617,0,0,27,0,208446,2,2,1
617,100000618,0,0,37,1,124805,1,0,0
618,100000619,1,1,21,1,139379,1,0,0
619,100000620,0,1,49,2,78296,0,0,3
620,100000621,0,0,27,0,125598,1,1,0
621,100000622,0,0,32,0,100215,1,2,0
622,100000623,0,1,38,1,130951,1,2,0
623,100000624,1,1,22,1,102480,1,2,0
624,100000625,0,0,65,2,136812,1,1,0
625,100000626,0,0,35,1,106919,1,1,0
626,100000627,0,0,41,1,131020,1,2,0
627,100000628,0,0,29,0,119429,1,1,0
628,100000629,0,0,36,1,154521,1,1,0
629,100000630,0,0,64,2,117842,0,0,3
630,100000631,1,1,28,1,124566,1,2,0
631,100000632,0,0,44,1,110009,1,2,0
632,100000633,0,0,23,0,101210,1,1,0
633,100000634,1,1,19,1,101258,1,0,0
634,100000635,1,1,25,1,79045,0,0,3
635,100000636,0,0,47,1,110866,1,0,0
636,100000637,1,1,28,1,129640,1,2,0
637,100000638,0,0,21,0,227021,1,1,2
638,100000639,1,1,34,1,108549,1,1,0
639,100000640,0,0,26,0,122693,1,0,0
640,100000641,1,1,27,1,35832,0,0,3
641,100000642,0,0,38,1,81870,0,0,3
642,100000643,0,0,40,1,179790,2,2,1
643,100000644,0,1,33,1,107158,1,1,0
644,100000645,0,1,32,1,136638,2,1,2
645,100000646,0,0,27,0,158147,1,2,0
646,100000647,0,1,32,1,132587,1,2,0
647,100000648,1,1,26,1,128140,1,2,0
648,100000649,0,0,38,1,117405,1,1,0
649,100000650,0,0,40,1,68475,0,0,3
650,100000651,0,0,50,1,201656,2,2,1
651,100000652,0,0,37,1,86967,0,0,3
652,100000653,0,0,45,1,118006,1,1,0
653,100000654,0,0,42,1,223630,2,2,1
654,100000655,0,0,35,1,110442,1,0,0
655,100000656,0,0,22,0,115691,1,2,0
656,100000657,0,0,41,1,80232,0,0,3
657,100000658,0,0,37,1,187647,1,1,0
658,100000659,1,1,28,1,138952,1,1,0
659,100000660,0,0,41,1,162772,1,2,0
660,100000661,0,1,23,1,111862,1,1,0
661,100000662,0,1,23,1,90051,1,1,0
662,100000663,0,0,50,1,121400,1,1,0
663,100000664,0,0,35,1,137000,2,2,1
664,100000665,1,1,50,2,105031,0,0,3
665,100000666,0,0,27,0,172153,2,2,1
666,100000667,0,0,34,1,170184,1,1,0
667,100000668,1,1,27,1,123279,1,1,0
668,100000669,0,0,43,1,140795,1,0,0
669,100000670,0,0,47,1,144456,1,0,0
670,100000671,0,0,27,0,104773,0,0,3
671,100000672,0,0,31,0,153353,1,1,0
672,100000673,0,0,42,1,223018,2,1,1
673,100000674,0,1,24,1,129177,1,2,0
674,100000675,0,0,41,1,114475,0,1,2
675,100000676,1,1,26,1,161323,2,1,1
676,100000677,0,0,33,1,135765,1,2,0
677,100000678,0,1,24,1,158421,1,0,0
678,100000679,0,0,64,2,103941,0,0,3
679,100000680,1,1,26,1,101783,1,2,0
680,100000681,1,1,56,2,126531,1,1,0
681,100000682,0,0,37,1,111394,1,1,0
682,100000683,0,1,33,1,103577,1,2,0
683,100000684,0,1,47,2,149545,1,1,0
684,100000685,0,0,31,0,171857,0,0,3
685,100000686,0,0,34,1,149782,1,1,0
686,100000687,0,0,27,0,112470,1,1,0
687,100000688,0,0,30,0,133907,1,2,0
688,100000689,0,0,35,1,127849,1,1,0
689,100000690,0,0,31,0,160279,1,2,0
690,100000691,0,1,25,1,92366,1,2,0
691,100000692,1,1,25,1,104794,0,0,3
692,100000693,0,0,29,0,133436,1,1,0
693,100000694,0,0,44,1,110374,0,0,3
694,100000695,0,0,28,0,104263,1,1,0
695,100000696,0,0,50,1,138752,1,0,0
696,100000697,0,0,29,0,102723,1,0,0
697,100000698,1,1,38,1,46297,0,0,3
698,100000699,0,0,24,0,96425,1,1,0
699,100000700,0,0,40,1,158197,2,1,1
700,100000701,1,1,29,1,98008,0,0,3
701,100000702,0,0,46,1,157473,1,0,0
702,100000703,1,1,47,2,149306,1,0,0
703,100000704,0,0,41,1,139236,1,1,0
704,100000705,1,1,32,1,125890,1,2,0
705,100000706,1,1,35,1,173124,1,1,0
706,100000707,0,0,24,0,164621,1,1,0
707,100000708,1,1,25,1,124539,1,1,0
708,100000709,1,1,25,1,107614,1,1,0
709,100000710,0,0,37,1,88849,0,0,3
710,100000711,0,0,32,0,148566,2,2,1
711,100000712,1,1,35,1,106515,1,2,0
712,100000713,0,0,46,1,150465,2,1,1
713,100000714,0,0,25,0,60868,0,0,3
714,100000715,0,0,27,0,255198,2,2,1
715,100000716,0,0,63,2,183178,1,1,0
716,100000717,0,0,40,1,121448,1,2,0
717,100000718,0,0,32,0,129975,2,2,1
718,100000719,0,0,31,0,132950,1,2,0
719,100000720,0,1,31,1,169314,1,1,0
720,100000721,0,0,34,1,147958,2,1,1
721,100000722,1,1,24,1,139896,1,2,0
722,100000723,1,1,24,1,68028,0,0,3
723,100000724,1,1,66,3,133328,0,0,3
724,100000725,1,1,21,1,108518,1,2,0
725,100000726,1,1,41,2,112700,0,0,3
726,100000727,0,1,47,2,110190,0,0,3
727,100000728,1,1,25,1,105104,1,1,0
728,100000729,1,1,59,2,184753,1,1,0
729,100000730,0,1,36,1,162521,1,2,0
730,100000731,0,0,33,1,156794,1,1,0
731,100000732,0,0,21,0,65827,0,0,3
732,100000733,1,1,44,2,88490,0,0,3
733,100000734,1,1,28,1,154919,1,2,0
734,100000735,1,1,37,1,129058,1,0,0
735,100000736,1,1,29,1,77532,0,0,3
736,100000737,1,1,23,1,235417,2,2,1
737,100000738,0,0,35,1,113468,0,0,3
738,100000739,0,0,45,1,190803,2,2,1
739,100000740,1,1,26,1,121423,0,0,3
740,100000741,0,0,32,0,121347,1,1,0
741,100000742,0,0,23,0,67408,0,0,3
742,100000743,0,0,41,1,123043,1,1,0
743,100000744,0,0,22,0,128387,1,2,0
744,100000745,0,0,30,0,250050,2,1,1
745,100000746,0,0,28,0,69588,0,0,3
746,100000747,1,1,23,1,109547,1,1,0
747,100000748,1,1,37,1,78840,0,0,3
748,100000749,0,0,26,0,131122,1,0,0
749,100000750,0,0,33,1,115403,1,1,0
750,100000751,1,1,49,2,110291,1,2,0
751,100000752,1,1,23,1,64811,0,0,3
752,100000753,1,1,23,1,86015,0,0,3
753,100000754,1,1,25,1,142438,1,2,0
754,100000755,0,0,55,1,159303,1,1,0
755,100000756,1,1,32,1,104957,1,1,0
756,100000757,0,0,74,2,89502,0,0,3
757,100000758,0,0,39,1,121313,1,1,0
758,100000759,0,0,31,0,98102,1,0,0
759,100000760,0,0,35,1,94554,1,1,0
760,100000761,1,1,59,2,162591,1,1,0
761,100000762,1,1,24,1,106629,1,2,0
762,100000763,0,0,24,0,70400,0,0,3
763,100000764,0,0,30,0,235660,2,2,1
764,100000765,0,1,27,1,121747,1,2,0
765,100000766,0,1,40,1,85060,0,0,3
766,100000767,0,1,31,1,87630,0,0,3
767,100000768,1,1,31,1,119673,1,0,0
768,100000769,0,0,28,0,126060,1,2,0
769,100000770,0,0,63,2,96145,0,0,3
770,100000771,1,1,26,1,114830,1,0,0
771,100000772,1,1,25,1,194461,2,2,1
772,100000773,0,0,36,1,150158,2,2,1
773,100000774,0,0,52,1,136323,1,2,0
774,100000775,0,0,66,2,111858,0,0,3
775,100000776,1,1,25,1,100198,1,0,0
776,100000777,0,0,37,1,123452,1,2,0
777,100000778,1,1,25,1,120723,1,1,0
778,100000779,0,0,38,1,215639,2,1,1
779,100000780,1,1,67,3,166712,1,1,0
780,100000781,0,0,25,0,136300,1,1,0
781,100000782,0,0,60,2,166988,1,2,0
782,100000783,0,0,31,0,77265,0,0,3
783,100000784,1,1,23,1,85967,0,0,3
784,100000785,0,1,60,2,212020,2,0,2
785,100000786,0,0,35,1,126054,0,0,3
786,100000787,0,0,40,1,144589,1,0,0
787,100000788,0,0,38,1,116723,1,1,0
788,100000789,0,0,50,1,168637,1,1,0
789,100000790,0,0,27,0,139119,1,1,0
790,100000791,1,1,39,2,118610,1,2,0
791,100000792,0,0,41,1,183312,2,2,1
792,100000793,0,1,27,1,96323,1,0,0
793,100000794,0,1,51,2,149510,1,2,0
794,100000795,0,0,32,0,141922,1,2,0
795,100000796,1,1,22,1,120233,1,0,0
796,100000797,0,0,51,1,172790,1,1,0
797,100000798,1,1,22,1,66720,0,0,3
798,100000799,0,1,54,2,113024,1,1,0
799,100000800,0,0,35,1,51791,0,0,3
800,100000801,0,0,54,1,118408,1,2,0
801,100000802,1,1,48,2,101616,0,0,3
802,100000803,1,1,24,1,127250,1,0,0
803,100000804,0,0,35,1,97290,1,0,0
804,100000805,1,1,24,1,106970,0,0,3
805,100000806,0,0,24,0,168147,1,2,0
806,100000807,0,1,26,1,68468,0,0,3
807,100000808,0,0,65,2,120780,1,2,0
808,100000809,0,0,55,1,231992,2,2,1
809,100000810,1,1,26,1,53903,0,0,3
810,100000811,0,1,26,1,101511,1,2,0
811,100000812,0,1,28,1,69046,0,0,3
812,100000813,0,0,24,0,171584,1,1,0
813,100000814,0,0,54,1,132367,1,2,0
814,100000815,0,0,46,1,134433,1,2,0
815,100000816,1,1,54,2,190518,1,0,0
816,100000817,0,1,62,2,152367,1,1,0
817,100000818,1,1,24,1,101157,1,1,0
818,100000819,0,1,43,2,279593,2,2,2
819,100000820,0,1,26,1,96716,1,2,0
820,100000821,0,1,27,1,95171,1,0,0
821,100000822,0,1,24,1,129162,1,2,0
822,100000823,0,0,41,1,118742,1,0,0
823,100000824,0,0,47,1,74511,0,0,3
824,100000825,0,1,35,1,157272,2,1,2
825,100000826,0,1,30,1,102374,1,0,0
826,100000827,1,1,33,1,131492,1,0,0
827,100000828,0,0,36,1,128702,1,2,0
828,100000829,0,0,47,1,177509,1,2,0
829,100000830,0,0,38,1,163451,1,1,0
830,100000831,0,0,44,1,144900,1,1,0
831,100000832,1,1,23,1,97115,1,2,0
832,100000833,0,0,29,0,196568,1,2,0
833,100000834,1,1,42,2,158405,1,0,0
834,100000835,1,1,25,1,97376,0,0,3
835,100000836,0,0,48,1,108678,1,1,0
836,100000837,1,1,21,1,92351,1,0,0
837,100000838,1,1,23,1,61211,0,0,3
838,100000839,0,0,63,2,138644,1,0,0
839,100000840,0,1,46,2,124824,1,2,0
840,100000841,0,0,29,0,132852,1,0,0
841,100000842,0,0,28,0,81069,0,0,3
842,100000843,1,1,23,1,104094,1,2,0
843,100000844,0,0,50,1,114853,1,0,0
844,100000845,0,0,47,1,130344,1,2,0
845,100000846,0,0,35,1,135090,1,0,0
846,100000847,0,0,68,2,179151,1,2,0
847,100000848,0,1,28,1,97390,1,1,0
848,100000849,0,0,59,2,120160,1,0,0
849,100000850,0,0,57,2,82277,0,0,3
850,100000851,0,1,33,1,110844,1,2,0
851,100000852,0,0,43,1,133105,1,0,0
852,100000853,0,0,35,1,102042,1,0,0
853,100000854,0,0,32,0,69370,0,0,3
854,100000855,0,0,45,1,200298,1,1,0
855,100000856,0,1,33,1,117039,1,2,0
856,100000857,1,1,40,2,107585,1,2,0
857,100000858,0,0,28,0,114429,1,0,0
858,100000859,1,1,29,1,128234,1,2,0
859,100000860,0,0,26,0,128580,1,2,0
860,100000861,0,0,27,0,177757,1,1,0
861,100000862,0,1,28,1,106222,1,0,0
862,100000863,1,1,35,1,118428,1,2,0
863,100000864,0,0,32,0,139477,0,0,3
864,100000865,0,0,25,0,71159,0,0,3
865,100000866,1,1,20,1,131370,1,2,0
866,100000867,1,1,27,1,111567,1,2,0
867,100000868,0,0,42,1,125482,1,2,0
868,100000869,0,0,37,1,160642,1,2,0
869,100000870,1,1,24,1,92498,1,0,0
870,100000871,1,1,40,2,199711,1,2,0
871,100000872,0,0,46,1,127588,1,2,0
872,100000873,0,0,26,0,107508,1,2,0
873,100000874,1,1,24,1,94629,1,2,0
874,100000875,0,0,29,0,87598,0,2,2
875,100000876,1,1,40,2,161194,1,1,0
876,100000877,0,0,36,1,137342,2,2,1
877,100000878,0,0,28,0,116848,1,1,0
878,100000879,0,0,27,0,125190,2,1,1
879,100000880,0,0,36,1,153441,1,0,0
880,100000881,0,0,38,1,195328,2,2,1
881,100000882,0,1,48,2,190413,1,0,0
882,100000883,0,0,36,1,118656,1,1,0
883,100000884,1,1,65,3,69487,0,0,3
884,100000885,0,1,43,2,145313,1,1,0
885,100000886,1,1,53,2,117005,1,1,0
886,100000887,0,0,34,1,123243,1,1,0
887,100000888,0,0,23,0,237799,1,1,2
888,100000889,0,0,34,1,180617,2,2,1
889,100000890,0,0,40,1,167019,1,0,0
890,100000891,0,0,43,1,147745,2,2,1
891,100000892,0,0,46,1,114254,1,1,0
892,100000893,0,0,38,1,81155,0,0,3
893,100000894,0,0,34,1,151803,1,2,0
894,100000895,0,0,29,0,94356,1,2,0
895,100000896,0,0,31,0,200621,2,2,1
896,100000897,1,1,28,1,144448,2,1,1
897,100000898,1,1,35,1,150797,1,0,0
898,100000899,1,1,33,1,84404,0,0,3
899,100000900,0,0,42,1,133373,1,2,0
900,100000901,0,0,43,1,119502,1,2,0
901,100000902,0,1,44,2,131619,1,0,0
902,100000903,0,0,42,1,194084,1,2,0
903,100000904,0,1,40,1,108278,1,1,0
904,100000905,0,0,36,1,130987,2,1,1
905,100000906,0,0,20,0,116582,2,2,1
906,100000907,0,0,24,0,85270,0,0,3
907,100000908,0,1,27,1,129227,1,0,0
908,100000909,1,1,46,2,108291,0,0,3
909,100000910,1,1,33,1,103091,0,0,3
910,100000911,1,1,34,1,136975,1,1,0
911,100000912,1,1,25,1,111502,0,0,3
912,100000913,1,1,25,1,124750,1,1,0
913,100000914,0,1,28,1,146463,1,2,0
914,100000915,0,0,31,0,115075,1,0,0
915,100000916,1,1,32,1,308491,2,1,1
916,100000917,0,0,32,0,126368,1,0,0
917,100000918,0,0,68,2,287247,2,2,1
918,100000919,0,1,33,1,125535,1,2,0
919,100000920,0,0,39,1,153223,2,2,1
920,100000921,1,1,28,1,106873,1,1,0
921,100000922,0,0,37,1,268906,2,1,1
922,100000923,1,1,22,1,97757,1,2,0
923,100000924,0,0,30,0,112151,1,1,0
924,100000925,0,1,55,2,172909,1,0,0
925,100000926,0,0,46,1,103387,1,1,0
926,100000927,1,1,21,1,93916,1,2,0
927,100000928,0,0,39,1,189963,1,2,0
928,100000929,0,0,58,2,124191,1,0,0
929,100000930,0,0,43,1,77205,0,0,3
930,100000931,0,0,24,0,65917,0,0,3
931,100000932,1,1,22,1,109676,1,0,0
932,100000933,0,0,30,0,95682,1,2,0
933,100000934,0,0,42,1,125516,1,2,0
934,100000935,1,1,23,1,99822,1,0,0
935,100000936,0,0,30,0,154854,2,1,1
936,100000937,1,1,28,1,84582,0,0,3
937,100000938,0,1,30,1,145800,2,0,2
938,100000939,0,0,42,1,162869,1,1,0
939,100000940,0,0,46,1,192379,2,2,1
940,100000941,0,0,45,1,159757,2,2,1
941,100000942,0,0,31,0,69571,0,0,3
942,100000943,0,0,31,0,93648,1,2,0
943,100000944,0,0,42,1,77472,0,0,3
944,100000945,1,1,46,2,121501,1,0,0
945,100000946,1,1,30,1,207262,1,0,0
946,100000947,0,0,30,0,143082,1,2,0
947,100000948,0,0,38,1,147760,2,1,1
948,100000949,0,1,43,2,82082,0,0,3
949,100000950,0,0,31,0,132991,1,1,0
950,100000951,0,1,40,1,78436,0,0,3
951,100000952,0,0,24,0,99737,1,2,0
952,100000953,1,1,28,1,164915,1,0,0
953,100000954,1,1,26,1,223185,2,1,1
954,100000955,1,1,29,1,108400,1,2,0
955,100000956,1,1,57,2,194882,2,1,1
956,100000957,0,0,49,1,122186,0,0,3
957,100000958,0,0,37,1,79594,0,0,3
958,100000959,0,0,45,1,104355,0,0,3
959,100000960,0,0,30,0,135894,1,2,0
960,100000961,0,1,30,1,103699,1,1,0
961,100000962,0,1,47,2,132145,1,1,0
962,100000963,0,0,29,0,117272,1,2,0
963,100000964,0,0,35,1,137932,1,0,0
964,100000965,0,1,22,1,63972,0,0,3
965,100000966,1,1,26,1,113299,1,2,0
966,100000967,0,0,23,0,108540,0,0,3
967,100000968,1,1,54,2,174424,2,2,1
968,100000969,0,1,29,1,154991,1,2,0
969,100000970,0,0,40,1,99723,0,0,3
970,100000971,0,0,22,0,114584,1,2,0
971,100000972,0,0,43,1,135275,0,0,3
972,100000973,1,1,29,1,41680,0,0,3
973,100000974,0,0,36,1,158769,1,1,0
974,100000975,1,1,33,1,120596,1,0,0
975,100000976,1,1,57,2,139641,0,0,3
976,100000977,1,1,64,3,134377,1,0,0
977,100000978,0,0,42,1,125804,1,2,0
978,100000979,0,0,47,1,91858,0,0,3
979,100000980,0,1,25,1,117641,1,2,0
980,100000981,0,0,49,1,188594,1,1,0
981,100000982,0,0,33,1,162827,2,2,1
982,100000983,1,1,28,1,178991,2,2,1
983,100000984,0,0,26,0,159739,1,1,0
984,100000985,0,0,30,0,73401,0,0,3
985,100000986,1,1,25,1,100794,1,2,0
986,100000987,0,1,33,1,167763,1,1,0
987,100000988,1,1,64,3,145174,1,0,0
988,100000989,0,0,29,0,176292,2,1,1
989,100000990,0,0,48,1,94024,0,0,3
990,100000991,0,0,37,1,93740,0,0,3
991,100000992,0,0,34,1,85685,0,0,3
992,100000993,0,1,23,1,69997,0,0,3
993,100000994,0,0,30,0,151938,2,2,1
994,100000995,0,0,50,1,122830,1,1,0
995,100000996,1,1,31,1,78489,0,0,3
996,100000997,0,1,40,1,161999,2,1,2
997,100000998,0,0,38,1,98032,1,2,0
998,100000999,0,0,23,0,96060,1,0,0
999,100001000,0,0,27,0,147968,1,1,0
1000,100001001,1,1,63,2,134853,1,1,0
1001,100001002,0,0,66,2,157576,2,2,1
1002,100001003,0,1,43,2,203738,2,1,2
1003,100001004,0,1,44,2,280570,2,2,2
1004,100001005,0,1,65,3,69487,0,2,2
1005,100001006,1,1,73,3,214126,2,1,1
1006,100001007,0,0,60,2,136671,1,1,0
1007,100001008,0,1,62,2,174337,1,1,0
1008,100001009,1,1,58,2,126710,1,1,0
1009,100001010,1,1,43,2,167139,2,2,1
1010,100001011,0,0,64,2,122094,1,2,0
1011,100001012,0,1,37,3,170113,2,2,2
1012,100001013,1,1,46,2,192698,2,1,1
1013,100001014,0,1,57,2,144197,1,2,0
1014,100001015,0,1,51,2,133623,1,1,0
1015,100001016,1,1,32,3,171052,2,2,2
1016,100001017,0,0,64,2,130492,1,2,0
1017,100001018,0,0,68,2,135705,1,1,0
1018,100001019,1,1,55,2,171804,2,2,1
1019,100001020,0,0,73,2,192167,2,1,1
1020,100001021,1,1,34,3,134377,1,2,2
1021,100001022,0,1,44,2,146716,1,1,0
1022,100001023,0,0,58,2,267872,1,1,2
1023,100001024,1,1,65,2,142193,0,1,2
1024,100001025,1,1,56,2,183765,1,1,0
1025,100001026,1,1,42,2,218664,2,2,1
1026,100001027,1,1,65,3,145174,1,2,0
1027,100001028,0,0,72,2,224961,2,2,1
1028,100001029,1,1,45,2,262634,2,2,1
1029,100001030,0,0,68,2,287106,2,2,1
1030,100001031,0,0,60,2,166298,2,1,1
1031,100001032,1,1,30,3,133328,0,2,2
1032,100001033,0,0,63,2,129798,1,1,0
1033,100001034,0,0,57,2,281084,2,1,1
1034,100001035,1,1,46,2,160678,1,2,0
1035,100001036,1,1,70,3,167532,1,1,0
1036,100001037,0,0,65,2,178591,1,2,0
1037,100001038,0,0,63,2,273063,2,2,1
1038,100001039,0,1,54,2,149410,1,2,0
1039,100001040,0,1,49,2,124658,1,2,0
1040,100001041,1,1,64,2,153645,1,2,0
1041,100001042,1,1,61,2,308529,2,2,1
1042,100001043,1,1,57,2,155062,1,2,0
1043,100001044,1,1,42,2,199654,1,2,0
1044,100001045,0,0,62,2,124723,1,2,0
1045,100001046,1,1,41,2,127752,1,2,0
1046,100001047,1,1,51,2,157595,2,1,1
1047,100001048,1,1,38,2,135534,1,2,0
1048,100001049,1,1,56,2,166264,2,2,1
1049,100001050,1,1,43,2,147259,1,1,0
1050,100001051,1,1,48,2,161116,1,1,0
1051,100001052,0,0,61,2,139380,1,1,0
1052,100001053,0,1,48,2,213768,2,2,2
1053,100001054,0,0,68,2,125903,1,2,0
1054,100001055,1,1,62,2,163940,1,1,0
1055,100001056,1,1,56,2,173378,2,2,1
1056,100001057,1,1,53,2,126847,1,1,0
1057,100001058,0,1,33,3,166712,1,2,2
1058,100001059,1,1,60,2,189166,1,1,0
1059,100001060,1,1,47,2,161714,1,1,0
1060,100001061,0,1,25,3,214364,2,2,2
1061,100001062,0,0,64,2,184680,1,1,0
1062,100001063,0,0,73,2,214732,2,1,1
1063,100001064,0,1,66,2,152527,1,1,0
1064,100001065,1,1,76,3,170366,2,1,1
1065,100001066,1,1,60,2,194532,2,1,1
1066,100001067,1,1,57,2,125883,1,2,0
1067,100001068,0,1,30,3,131242,1,2,2
1068,100001069,0,1,43,2,159880,2,1,2
1069,100001070,0,0,57,2,165519,1,2,0
1070,100001071,0,1,51,2,149653,1,1,0
1071,100001072,1,1,61,2,134102,1,1,0
1072,100001073,0,0,64,2,159378,2,2,1
1073,100001074,0,1,41,2,205476,2,1,2
1074,100001075,0,1,43,2,280566,2,2,2
1075,100001076,0,1,67,3,71823,0,2,2
1076,100001077,1,1,71,3,211572,2,1,1
1077,100001078,0,0,59,2,136123,1,1,0
1078,100001079,0,1,60,2,176372,1,1,0
1079,100001080,1,1,60,2,128271,1,1,0
1080,100001081,1,1,45,2,169020,2,2,1
1081,100001082,0,0,63,2,122267,1,2,0
1082,100001083,0,1,38,3,169324,2,2,2
1083,100001084,1,1,46,2,192561,2,1,1
1084,100001085,0,1,55,2,145781,1,2,0
1085,100001086,0,1,50,2,135376,1,1,0
1086,100001087,1,1,30,3,169002,2,2,2
1087,100001088,0,0,63,2,128469,1,2,0
1088,100001089,0,0,67,2,135567,1,1,0
1089,100001090,1,1,54,2,170644,2,2,1
1090,100001091,0,0,71,2,192360,2,1,1
1091,100001092,1,1,32,3,133235,1,2,2
1092,100001093,1,1,45,2,260847,2,2,1
1093,100001094,0,0,65,2,285647,2,2,1
1094,100001095,0,0,62,2,164816,2,1,1
1095,100001096,1,1,28,3,130148,0,2,2
1096,100001097,0,0,65,2,129838,1,1,0
1097,100001098,0,0,57,2,281647,2,1,1
1098,100001099,1,1,48,2,157305,1,2,0
1099,100001100,1,1,71,3,163654,1,1,0
1100,100001101,0,0,38,1,82398,1,1,0
1101,100001102,0,1,40,1,107710,1,1,0
1102,100001103,0,0,49,1,122346,1,1,0
1103,100001104,0,1,32,1,155540,2,1,2
1104,100001105,0,0,45,1,127572,1,1,0
1105,100001106,0,0,40,1,154031,2,1,1
1106,100001107,0,0,66,2,164931,2,2,1
1107,100001108,0,0,38,1,123003,1,2,0
1108,100001109,0,1,20,1,89605,1,1,0
1109,100001110,0,0,48,1,117721,1,1,0
1110,100001111,0,1,46,2,168904,2,1,2
1111,100001112,0,0,32,1,137576,2,2,1
1112,100001113,0,0,54,1,111274,1,1,0
1113,100001114,0,1,24,1,94249,2,2,2
1114,100001115,0,1,27,1,180940,2,1,2
1115,100001116,0,0,57,1,125032,1,2,0
1116,100001117,0,0,38,1,138011,2,1,1
1117,100001118,0,0,40,1,144850,1,1,0
1118,100001119,0,1,20,1,107270,1,2,0
1119,100001120,0,0,36,1,113405,2,2,1
1120,100001121,0,0,47,1,137338,1,2,0
1121,100001122,0,0,64,2,125119,0,2,2
1122,100001123,0,0,42,1,159745,2,2,1
1123,100001124,0,0,44,1,181262,2,2,1
1124,100001125,0,1,30,1,90500,2,2,2
1125,100001126,0,0,37,1,102733,1,1,0
1126,100001127,0,0,42,1,135493,1,2,0
1127,100001128,0,1,62,2,169044,1,1,0
1128,100001129,0,0,49,1,178549,1,2,0
1129,100001130,0,0,52,1,159716,1,2,0
1130,100001131,0,1,36,1,170118,2,1,2
1131,100001132,0,0,49,1,143886,0,1,2
1132,100001133,0,0,42,1,130164,2,2,1
1133,100001134,0,0,38,1,114476,1,1,0
1134,100001135,0,0,50,1,126143,1,1,0
1135,100001136,0,1,34,1,129654,2,2,2
1136,100001137,0,0,43,1,123202,1,2,0
1137,100001138,0,0,40,1,160524,1,1,0
1138,100001139,0,0,56,2,126906,1,1,0
1139,100001140,0,0,41,1,143994,2,2,1
1140,100001141,0,1,30,1,123517,2,2,2
1141,100001142,0,1,28,1,129055,1,2,0
1142,100001143,0,0,64,2,136312,0,2,2
1143,100001144,0,0,67,2,112486,1,2,0
1144,100001145,0,0,37,1,152401,2,1,1
1145,100001146,0,0,31,1,157453,2,1,1
1146,100001147,0,0,32,1,142870,2,2,1
1147,100001148,0,1,52,2,137231,1,2,0
1148,100001149,0,1,31,1,104406,1,1,0
1149,100001150,0,0,36,1,145385,2,1,1
1150,100001151,0,1,32,1,146519,2,1,2
1151,100001152,0,0,51,1,126227,1,2,0
1152,100001153,0,0,47,1,112227,2,1,1
1153,100001154,0,1,34,1,110145,1,2,0
1154,100001155,0,1,46,2,149419,1,1,0
1155,100001156,0,1,42,1,176646,1,1,0
1156,100001157,0,0,39,1,91019,2,1,1
1157,100001158,0,0,50,1,169579,1,2,0
1158,100001159,0,0,42,1,142305,1,2,0
1159,100001160,0,1,36,1,130602,1,1,0
1160,100001161,0,1,18,1,98992,1,1,0
1161,100001162,0,0,35,1,181926,2,2,1
1162,100001163,0,0,38,1,152864,1,2,0
1163,100001164,0,0,39,1,135837,2,2,1
1164,100001165,0,1,24,1,121757,0,2,2
1165,100001166,0,0,41,1,182274,1,1,0
1166,100001167,0,0,36,1,149040,2,2,1
1167,100001168,0,0,37,1,154196,2,2,1
1168,100001169,0,1,45,2,135332,1,1,0
1169,100001170,0,0,41,1,134200,2,2,1
1170,100001171,0,0,36,1,177171,2,2,1
1171,100001172,0,0,38,1,115964,0,2,2
1172,100001173,0,0,38,1,136871,0,1,2
1173,100001174,0,1,53,2,159559,2,2,2
1174,100001175,0,0,35,1,113878,1,2,0
1175,100001176,0,0,48,1,171203,2,2,1
1176,100001177,0,0,36,1,102180,1,2,0
1177,100001178,0,1,22,1,116844,2,1,2
1178,100001179,0,0,35,1,139844,2,2,1
1179,100001180,0,0,42,1,156431,0,1,2
1180,100001181,0,0,39,1,116137,0,1,2
1181,100001182,0,0,31,1,143081,1,1,0
1182,100001183,0,0,33,1,155870,2,2,1
1183,100001184,0,1,31,1,106924,0,1,2
1184,100001185,0,0,42,1,102133,1,1,0
1185,100001186,0,0,61,2,145227,0,1,2
1186,100001187,0,0,38,1,159500,2,2,1
1187,100001188,0,0,33,1,98498,0,1,2
1188,100001189,0,0,48,1,159714,1,2,0
1189,100001190,0,0,31,1,121852,0,1,2
1190,100001191,0,0,52,1,141271,2,2,1
1191,100001192,0,1,27,1,123213,1,2,0
1192,100001193,0,0,40,1,143723,2,1,1
1193,100001194,0,0,34,1,112538,0,1,2
1194,100001195,0,1,26,1,97932,2,2,2
1195,100001196,0,0,30,1,154003,0,1,2
1196,100001197,0,0,53,1,177179,1,1,0
1197,100001198,0,0,45,1,128052,1,2,0
1198,100001199,0,0,32,1,114617,2,1,1
1199,100001200,0,0,35,1,182822,2,2,1
1200,100001201,0,1,26,1,177215,1,2,0
1201,100001202,0,0,30,1,110929,1,1,0
1202,100001203,0,0,37,1,111821,1,1,0
