transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,customer_id,gender,past_3_years_bike_related_purchases,DOB,job_industry_category,wealth_segment,deceased_indicator,owns_car,property_valuation
13/04/2017,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,541,Female,23,01/01/1966,Manufacturing,Affluent Customer,N,Yes,8
08/07/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66,542,Female,78,14/01/1967,Manufacturing,Mass Customer,N,No,2
03/12/2017,FALSE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,543,Male,9,03/08/1973,Retail,Affluent Customer,N,Yes,9
19/05/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,544,Male,51,12/10/1990,Manufacturing,High Net Worth,N,Yes,7
19/05/2017,FALSE,Approved,Solex,Standard,medium,medium,441.49,$84.99,545,Female,43,04/06/1978,Health,Mass Customer,N,Yes,1
21/08/2017,TRUE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,546,Female,80,24/02/1981,Health,Mass Customer,N,Yes,6
26/06/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66,547,Female,22,14/05/1996,Health,Mass Customer,N,No,7
06/03/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,548,U,84,,IT,High Net Worth,N,Yes,9
25/01/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,549,Male,84,15/06/1985,Retail,Mass Customer,N,Yes,7
05/09/2017,FALSE,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,550,Female,16,10/07/1976,Retail,Mass Customer,N,No,9
15/10/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,551,Female,8,10/08/1987,Financial Services,High Net Worth,N,No,4
30/11/2017,TRUE,Approved,Solex,Standard,medium,large,1071.23,$380.74,552,Male,66,09/09/1978,Manufacturing,High Net Worth,N,Yes,8
22/10/2017,FALSE,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77",553,Female,62,12/05/1979,Argiculture,Affluent Customer,N,Yes,2
31/01/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,554,Female,33,06/05/1955,Health,Mass Customer,N,Yes,7
08/05/2017,TRUE,Approved,Solex,Standard,low,medium,945.04,$507.58,555,Male,99,08/11/1970,Property,Mass Customer,N,No,10
04/09/2017,FALSE,Approved,Solex,Standard,medium,medium,100.35,$75.26,556,Female,69,08/09/1957,,Mass Customer,N,No,1
16/01/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,557,Female,67,02/06/1961,Manufacturing,Affluent Customer,N,Yes,8
22/02/2017,FALSE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,558,Female,96,25/05/1973,,Mass Customer,N,No,3
21/03/2017,,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",559,Female,39,05/03/1988,Retail,High Net Worth,N,Yes,5
10/01/2017,FALSE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",560,Female,1,11/10/1953,Health,Affluent Customer,N,No,9
01/01/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,561,Female,99,15/08/1977,,Mass Customer,N,No,8
23/09/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,562,Female,88,06/06/1970,,Mass Customer,N,No,12
05/04/2017,FALSE,Approved,Solex,Standard,medium,large,202.62,$151.96,563,Male,25,20/09/1974,IT,Mass Customer,N,Yes,11
18/11/2017,TRUE,Approved,Solex,Standard,medium,medium,441.49,$84.99,564,Female,7,07/11/1983,Retail,High Net Worth,N,No,8
23/09/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,565,Male,30,02/10/1959,Manufacturing,Mass Customer,N,Yes,2
28/11/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,566,Female,66,09/12/1978,Financial Services,High Net Worth,N,Yes,10
09/03/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,567,Male,73,08/07/1965,Financial Services,Affluent Customer,N,No,10
04/08/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,568,Male,32,15/12/1957,Manufacturing,Mass Customer,N,No,10
08/05/2017,FALSE,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77",569,Male,30,31/01/1976,IT,Mass Customer,N,No,8
21/12/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,570,Male,14,24/06/1978,Financial Services,Mass Customer,N,Yes,12
20/08/2017,FALSE,Approved,Solex,Standard,medium,medium,71.49,$53.62,571,Female,30,15/02/1958,Entertainment,Mass Customer,N,No,11
27/01/2017,TRUE,Approved,Solex,Standard,medium,medium,1483.2,$99.59,572,Male,0,01/05/1967,Health,High Net Worth,N,Yes,10
06/07/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,573,Male,39,07/03/1994,,Mass Customer,N,No,8
25/01/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,574,Male,95,09/04/1990,Financial Services,Mass Customer,N,No,10
26/06/2017,TRUE,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,575,Male,64,10/06/1956,Financial Services,High Net Worth,N,Yes,10
26/02/2017,FALSE,Approved,Solex,Standard,medium,medium,1163.89,$589.27,576,Male,98,19/05/1977,Retail,Mass Customer,N,Yes,7
04/05/2017,,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,577,Female,41,08/04/1956,Property,Mass Customer,N,Yes,9
13/10/2017,TRUE,Approved,Solex,Standard,medium,medium,1483.2,$99.59,578,Female,72,24/01/1995,,High Net Worth,N,Yes,4
31/05/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40",579,Female,89,11/06/1974,Health,Mass Customer,N,No,7
13/04/2017,TRUE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,580,Male,83,03/12/1975,Financial Services,Mass Customer,N,Yes,10
19/12/2017,FALSE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,581,Female,32,22/05/1969,Financial Services,Mass Customer,N,Yes,4
03/08/2017,TRUE,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40,582,U,21,,IT,Affluent Customer,N,No,9
16/04/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,583,Male,97,14/04/1986,Health,Mass Customer,N,No,8
13/09/2017,TRUE,Cancelled,Solex,Standard,medium,medium,1151.96,$649.49,584,Female,10,15/09/1995,Manufacturing,Affluent Customer,N,Yes,1
22/03/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,585,Female,66,20/04/1978,Health,Mass Customer,N,Yes,11
14/04/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,586,Female,63,15/03/1999,Manufacturing,Mass Customer,N,No,11
14/08/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,587,Male,43,27/05/1966,Health,Mass Customer,N,Yes,11
30/08/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,588,Male,15,05/10/1963,Entertainment,Mass Customer,N,No,8
04/10/2017,FALSE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,589,Male,76,07/12/1995,Financial Services,Mass Customer,N,Yes,4
16/02/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,590,Female,85,09/09/1988,Health,Mass Customer,N,Yes,9
23/07/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1179,$707.40,591,Male,16,02/10/1974,Entertainment,Affluent Customer,N,No,4
21/03/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,592,Male,73,24/09/1992,Manufacturing,Mass Customer,N,No,2
14/12/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",593,Male,64,07/08/1984,,Mass Customer,N,No,7
17/08/2017,FALSE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,594,Male,74,22/07/1980,,Mass Customer,N,No,12
12/01/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,595,Male,72,12/05/1973,Financial Services,Mass Customer,N,No,8
01/02/2017,FALSE,Approved,Norco Bicycles,Road,high,large,774.53,$464.72,596,Female,9,20/10/1968,Property,Affluent Customer,N,No,8
13/08/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,597,Female,6,10/12/1954,Manufacturing,Mass Customer,N,No,11
03/01/2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90,598,Male,25,27/06/1967,Financial Services,High Net Worth,N,No,3
08/12/2017,TRUE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,599,U,48,,Financial Services,Mass Customer,N,Yes,5
24/06/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,600,Male,65,10/05/1974,Argiculture,Mass Customer,N,Yes,8
27/11/2017,TRUE,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77",601,Male,56,04/12/1992,Retail,High Net Worth,N,Yes,8
23/08/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,602,Female,0,28/03/1992,,High Net Worth,N,Yes,8
12/05/2017,TRUE,Approved,Solex,Road,medium,large,1777.8,$820.78,603,Female,28,18/04/1987,Financial Services,Affluent Customer,N,No,11
04/03/2017,TRUE,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77",604,Female,72,10/02/1998,IT,Affluent Customer,N,No,6
23/03/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,605,Male,13,26/03/1972,Manufacturing,Mass Customer,N,Yes,9
30/12/2017,FALSE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,606,Female,62,16/07/1989,Manufacturing,Mass Customer,N,Yes,6
28/05/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52,607,Female,55,10/08/1976,Health,Mass Customer,N,No,8
14/09/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,608,Female,55,08/01/1980,Retail,High Net Worth,N,Yes,11
29/03/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91,609,Female,32,06/11/2000,Health,Mass Customer,N,No,9
20/10/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36,610,Male,45,16/03/1958,Financial Services,Mass Customer,N,Yes,11
06/12/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91,611,Male,58,20/12/1986,Manufacturing,Mass Customer,N,Yes,9
20/07/2017,FALSE,Approved,Solex,Standard,medium,medium,71.49,$53.62,612,Male,50,12/01/1962,Health,Mass Customer,N,No,4
03/03/2017,FALSE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,613,Female,4,14/11/1989,Property,High Net Worth,N,No,7
08/03/2017,TRUE,Approved,Solex,Road,medium,large,1777.8,$820.78,614,Female,45,12/09/1995,Manufacturing,Mass Customer,N,Yes,7
22/07/2017,TRUE,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94,615,Female,93,11/05/1956,Property,Mass Customer,N,No,9
13/07/2017,TRUE,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40,616,Female,36,13/07/1995,Health,High Net Worth,N,No,3
12/08/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,617,Female,81,01/08/1960,Property,Mass Customer,N,No,7
27/06/2017,TRUE,Approved,Solex,Touring,medium,large,2083.94,$675.03,618,Male,17,05/04/1962,Manufacturing,Affluent Customer,N,Yes,3
16/03/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,619,Male,39,14/08/1977,Property,Mass Customer,N,No,3
22/06/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,620,Female,54,26/03/1973,Financial Services,Mass Customer,N,Yes,8
27/03/2017,FALSE,Approved,Solex,Standard,medium,medium,478.16,$298.72,621,Male,78,29/11/1964,,High Net Worth,N,No,7
14/10/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,622,Male,18,18/10/1968,Financial Services,Mass Customer,N,No,7
01/03/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66,623,Male,52,23/04/1988,Property,High Net Worth,N,No,5
12/08/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,624,Male,44,13/01/1976,Manufacturing,Mass Customer,N,Yes,4
15/09/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,625,Female,33,27/11/1974,Entertainment,High Net Worth,N,Yes,1
12/06/2017,FALSE,Approved,Norco Bicycles,Road,high,large,774.53,$464.72,626,Male,12,24/11/1992,Manufacturing,Mass Customer,N,No,10
20/01/2017,FALSE,Approved,Solex,Standard,low,medium,945.04,$507.58,627,Female,24,24/09/1970,,High Net Worth,N,No,8
17/02/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,628,Female,14,24/10/1981,Financial Services,Mass Customer,N,No,8
11/03/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,1036.59,$206.35,629,Male,29,06/12/1960,Manufacturing,High Net Worth,N,No,8
10/10/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,630,Male,90,11/08/1986,Property,Affluent Customer,N,Yes,3
20/11/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,631,Female,33,14/09/1966,Health,Affluent Customer,N,No,8
10/09/2017,TRUE,Approved,Solex,Standard,medium,medium,478.16,$298.72,632,Male,67,26/04/1998,Health,Mass Customer,N,No,9
10/09/2017,TRUE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,633,Male,51,12/03/1986,,High Net Worth,N,Yes,8
29/04/2017,FALSE,Approved,Solex,Touring,medium,large,2083.94,$675.03,634,Female,35,30/01/1978,Manufacturing,Mass Customer,N,No,6
31/08/2017,TRUE,Approved,Solex,Road,medium,medium,416.98,$312.74,635,Female,78,25/09/1976,,Mass Customer,N,Yes,7
02/07/2017,FALSE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40,636,Female,42,02/09/1971,,Mass Customer,N,No,9
14/02/2017,FALSE,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77",637,Female,60,23/09/1976,Health,High Net Worth,N,No,6
11/02/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,638,Male,19,29/04/1967,Manufacturing,High Net Worth,N,No,8
17/04/2017,FALSE,Approved,Solex,Standard,medium,large,1071.23,$380.74,639,Male,51,03/06/1974,Manufacturing,Mass Customer,N,No,4
05/09/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,640,Male,12,12/07/1975,Entertainment,High Net Worth,N,Yes,1
19/10/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09,641,Male,86,21/11/1974,Manufacturing,Affluent Customer,N,No,10
05/09/2017,FALSE,Approved,Solex,Standard,high,medium,748.17,$448.90,642,Male,9,19/12/1972,Property,Mass Customer,N,No,2
28/09/2017,FALSE,Approved,OHM Cycles,Standard,low,medium,71.16,$56.93,643,Female,48,29/12/1982,Entertainment,Mass Customer,N,Yes,9
20/08/2017,FALSE,Approved,Solex,Standard,medium,large,202.62,$151.96,644,Male,59,22/12/1999,Health,Affluent Customer,N,No,7
27/04/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,1227.34,$770.89,645,Male,50,01/04/1971,,High Net Worth,N,No,8
12/10/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,646,Female,3,22/07/1973,Manufacturing,Affluent Customer,N,No,7
05/03/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44,647,Male,61,23/01/1957,Retail,Mass Customer,N,Yes,12
16/10/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,648,Male,86,04/06/1978,Financial Services,Mass Customer,N,Yes,3
01/11/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,649,Female,23,07/12/1974,Financial Services,Mass Customer,N,Yes,4
26/04/2017,FALSE,Approved,OHM Cycles,Road,medium,small,1810,"$1,610.90",650,Male,81,24/10/1977,Health,Mass Customer,N,No,8
11/03/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,651,Female,76,24/10/1973,Health,Affluent Customer,N,No,8
23/10/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,652,Female,62,24/11/1996,Financial Services,High Net Worth,N,Yes,5
28/06/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63,653,Male,68,28/01/1968,Financial Services,Affluent Customer,N,Yes,7
17/06/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,654,Female,2,19/05/1993,Manufacturing,Affluent Customer,N,No,9
12/05/2017,FALSE,Approved,Solex,Road,medium,small,1703.52,"$1,516.13",655,Male,64,25/11/1974,Manufacturing,Affluent Customer,N,Yes,12
28/12/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63,656,Female,80,17/11/1978,Manufacturing,High Net Worth,N,Yes,10
21/02/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,657,Male,66,18/02/1993,Manufacturing,Affluent Customer,N,No,7
04/06/2017,FALSE,Approved,Solex,Standard,high,medium,748.17,$448.90,658,Male,38,24/01/1944,Manufacturing,Affluent Customer,N,Yes,9
18/04/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,659,Female,44,09/10/1979,Financial Services,Affluent Customer,N,Yes,9
17/12/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,660,Female,82,29/07/1995,Manufacturing,High Net Worth,N,No,5
16/09/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1179,$707.40,661,Female,35,07/05/1988,IT,High Net Worth,N,No,10
26/07/2017,FALSE,Approved,Solex,Road,medium,medium,416.98,$312.74,662,Female,41,04/07/1967,Manufacturing,Mass Customer,N,Yes,8
15/05/2017,TRUE,Approved,Solex,Standard,high,large,1842.92,"$1,105.75",663,Male,27,17/07/1997,Property,Affluent Customer,N,Yes,12
21/01/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,1036.59,$206.35,664,Male,38,05/10/1994,Health,High Net Worth,N,No,9
09/10/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,665,Male,82,19/04/1997,,Mass Customer,N,No,7
16/02/2017,TRUE,Approved,Solex,Standard,medium,medium,478.16,$298.72,666,Female,82,01/11/1983,Health,High Net Worth,N,Yes,2
14/06/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,667,Female,62,19/03/1994,Manufacturing,High Net Worth,N,Yes,10
03/03/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,668,Female,61,26/08/1966,Health,Mass Customer,N,No,1
07/04/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,669,Female,73,02/11/1980,,Mass Customer,N,No,7
29/01/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,670,Female,75,09/11/1992,Retail,Affluent Customer,N,No,7
09/04/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,671,Male,49,25/07/1984,Argiculture,Mass Customer,N,No,12
22/05/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37,672,Male,53,12/01/1977,Retail,High Net Worth,N,No,8
08/07/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,71.16,$56.93,673,Male,35,27/06/1975,Health,Mass Customer,N,Yes,10
02/12/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,674,Female,61,22/08/1954,,Mass Customer,N,No,7
05/07/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,675,Female,37,19/12/1976,Financial Services,Mass Customer,N,Yes,9
26/06/2017,FALSE,Approved,Solex,Standard,high,medium,748.17,$448.90,676,Male,51,19/05/1968,,High Net Worth,N,Yes,7
02/07/2017,FALSE,Approved,,,,,1972.01,,677,Male,59,28/07/1997,Financial Services,Mass Customer,N,No,9
06/08/2017,FALSE,Approved,OHM Cycles,Standard,low,medium,71.16,$56.93,678,Female,57,31/08/1995,IT,High Net Worth,N,No,8
20/12/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91,679,Female,29,21/10/1974,Health,Mass Customer,N,No,7
31/01/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37,680,U,22,,IT,High Net Worth,N,Yes,9
05/12/2017,TRUE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,681,Female,55,18/09/1978,Manufacturing,Mass Customer,N,Yes,4
23/06/2017,FALSE,Approved,Norco Bicycles,Road,high,large,774.53,$464.72,682,Male,53,16/03/1971,Health,Affluent Customer,N,Yes,9
10/12/2017,FALSE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,683,Male,60,16/05/1962,Manufacturing,Mass Customer,N,Yes,12
19/12/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,1227.34,$770.89,684,Male,88,03/07/1987,Financial Services,Mass Customer,N,No,8
20/08/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,685,U,28,,IT,Mass Customer,N,No,10
19/06/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44,686,Female,60,17/07/1954,Argiculture,High Net Worth,N,Yes,7
16/05/2017,FALSE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,687,Male,25,10/02/1959,Retail,High Net Worth,N,Yes,7
01/08/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90,688,Male,90,15/02/1969,Health,High Net Worth,N,No,9
13/12/2017,TRUE,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11",689,Male,91,19/05/1966,Entertainment,High Net Worth,N,Yes,4
18/11/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90,690,Male,95,27/03/1987,,Affluent Customer,N,Yes,8
21/03/2017,FALSE,Approved,Solex,Road,medium,small,1703.52,"$1,516.13",691,Male,29,25/08/1954,Financial Services,Affluent Customer,N,Yes,8
11/07/2017,FALSE,Approved,Solex,Standard,low,medium,945.04,$507.58,692,Male,42,25/12/1987,Property,Mass Customer,N,No,10
24/01/2017,TRUE,Approved,Solex,Road,medium,small,1703.52,"$1,516.13",693,Female,46,27/10/1970,Financial Services,Affluent Customer,N,Yes,7
15/06/2017,TRUE,Approved,Solex,Road,medium,medium,416.98,$312.74,694,Female,66,28/12/1968,Health,Mass Customer,N,No,7
22/11/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,695,Male,36,30/11/1977,Health,High Net Worth,N,No,6
06/07/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,696,Male,57,06/02/1966,,Affluent Customer,N,Yes,3
21/11/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09,697,Male,25,29/11/1986,Entertainment,Mass Customer,N,No,5
02/07/2017,TRUE,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11",698,Female,90,20/07/1996,Manufacturing,High Net Worth,N,Yes,12
13/08/2017,FALSE,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85",699,Female,16,04/08/1972,IT,Affluent Customer,N,Yes,6
02/08/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,700,Male,67,20/02/1990,Financial Services,Mass Customer,N,No,11
20/11/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40",701,Male,18,01/05/1956,Health,Mass Customer,N,Yes,10
05/01/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44,702,Female,72,09/02/1960,,Mass Customer,N,No,1
02/10/2017,TRUE,Approved,Solex,Road,medium,large,1777.8,$820.78,703,Female,66,31/10/1966,Property,Mass Customer,N,No,9
01/08/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,704,Female,49,08/12/1998,Health,Mass Customer,N,No,3
26/03/2017,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,705,Male,48,16/01/1964,Retail,High Net Worth,N,No,9
05/01/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44,706,Male,44,06/01/1990,Financial Services,High Net Worth,N,Yes,8
18/08/2017,FALSE,Approved,Norco Bicycles,Road,high,large,774.53,$464.72,707,Male,97,23/07/1973,,Mass Customer,N,Yes,7
02/06/2017,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,708,Female,31,15/02/1987,IT,Mass Customer,N,Yes,9
15/01/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90,709,Female,83,11/12/1979,Financial Services,Mass Customer,N,Yes,6
29/07/2017,FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,710,Male,76,01/03/1970,Retail,High Net Worth,N,Yes,10
05/05/2017,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40,711,Female,60,03/03/1972,,Affluent Customer,N,No,9
18/01/2017,FALSE,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,712,Female,22,20/05/1961,IT,Mass Customer,N,No,7
06/06/2017,TRUE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42",713,Female,34,26/09/1994,,Mass Customer,N,Yes,9
20/03/2017,TRUE,Approved,Solex,Standard,medium,medium,100.35,$75.26,714,Male,12,13/07/1964,Manufacturing,High Net Worth,N,Yes,11
29/06/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,715,Male,50,07/09/1968,,Mass Customer,N,No,1
08/09/2017,TRUE,Approved,Solex,Standard,medium,medium,100.35,$75.26,716,Female,31,09/11/1979,Health,Mass Customer,N,No,10
23/02/2017,FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,717,Male,65,20/11/1976,Manufacturing,Mass Customer,N,Yes,8
16/11/2017,FALSE,Approved,Solex,Standard,medium,medium,1163.89,$589.27,718,Female,38,18/02/1978,Manufacturing,Mass Customer,N,Yes,9
03/12/2017,FALSE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,719,Male,2,30/12/1953,Retail,Mass Customer,N,No,9
16/10/2017,TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,720,Male,67,23/10/1931,Retail,Affluent Customer,N,No,8
19/12/2017,FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,721,Female,84,09/08/1993,,Affluent Customer,N,Yes,8
04/01/2017,FALSE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40,722,Male,69,17/03/1956,IT,Mass Customer,N,No,8
28/07/2017,FALSE,Approved,OHM Cycles,Road,high,large,12.01,$7.21,723,Female,41,20/08/1963,Health,Mass Customer,N,Yes,3
29/07/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,724,Male,7,05/08/1975,Financial Services,Mass Customer,N,Yes,6
13/12/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,725,Male,61,27/08/1965,Health,High Net Worth,N,Yes,9
25/01/2017,FALSE,Approved,Solex,Standard,high,large,1842.92,"$1,105.75",726,Female,69,10/02/1978,Health,Mass Customer,N,Yes,10
