Age,Gender,Item Purchased,Category,Purchase Amount (USD),Season,Review Rating,Subscription Status,Promo Code Used,Previous Purchases,Frequency of Purchases
19,1,12,0,52,2,3.7,1,1,41,4
69,1,4,2,90,2,4.6,1,1,22,1
58,1,4,2,41,3,3.7,1,1,48,4
49,1,2,0,80,0,4.1,1,1,10,0
32,1,2,0,100,3,2.7,1,1,12,3
40,1,15,1,77,0,4.9,1,1,2,3
25,1,7,0,78,0,4.0,1,1,38,2
70,1,21,0,94,0,4.7,1,1,20,2
69,1,21,0,23,2,2.8,1,1,5,3
45,1,16,0,20,3,4.9,1,1,9,4
29,1,21,0,86,2,4.2,1,1,48,3
47,1,24,2,60,2,3.0,1,1,9,3
28,1,6,0,70,2,3.4,1,1,40,4
64,1,23,3,39,2,4.6,1,1,30,1
47,1,22,3,37,2,4.2,1,1,6,1
60,1,24,2,29,2,3.2,1,1,42,3
67,1,8,1,35,3,4.4,1,1,9,3
35,1,16,0,83,3,2.5,1,1,6,2
30,1,10,2,77,1,3.6,1,1,47,3
23,1,10,2,37,1,4.5,1,1,36,4
70,1,17,3,69,1,3.4,1,1,19,1
21,1,11,0,66,3,3.2,1,1,30,3
51,1,24,2,26,0,4.2,1,1,27,3
22,1,20,3,63,0,5.0,1,1,25,2
32,1,22,3,38,1,4.7,1,1,5,1
37,1,10,2,58,1,4.2,1,1,10,3
31,1,9,3,46,3,3.4,1,1,26,3
44,1,13,3,92,2,4.4,1,1,11,3
40,1,20,3,32,3,4.2,1,1,17,0
27,1,19,3,90,0,4.5,1,1,44,2
47,1,16,0,23,2,2.8,1,1,44,2
41,1,22,3,25,2,3.3,1,1,21,3
51,1,2,0,54,2,4.6,1,1,49,1
53,1,7,0,72,1,2.5,1,1,27,3
43,1,19,3,33,3,4.7,1,1,19,2
67,1,20,3,43,2,4.6,1,1,33,3
61,1,8,1,51,2,2.6,1,1,46,1
68,1,17,3,85,3,4.0,1,1,21,1
67,1,4,2,100,1,2.6,1,1,23,4
29,1,25,3,72,0,4.6,1,1,38,3
50,1,22,3,57,2,2.6,1,1,2,3
61,1,15,1,94,0,4.0,1,1,21,1
19,1,22,3,34,1,4.6,1,1,1,3
33,1,22,3,89,2,3.7,1,1,10,3
51,1,13,3,27,2,4.4,1,1,45,0
69,1,21,0,63,0,4.0,1,1,44,1
19,1,10,2,70,2,4.7,1,1,48,1
55,1,14,0,87,2,3.4,1,1,21,4
49,1,17,3,79,2,4.0,1,1,1,0
31,1,13,3,79,0,3.9,1,1,10,4
42,1,4,2,44,3,4.1,1,1,24,2
69,1,2,0,85,2,3.7,1,1,29,2
26,1,10,2,90,0,4.7,1,1,11,4
41,1,17,3,94,2,4.3,1,1,33,4
55,1,24,2,68,1,4.1,1,1,27,1
35,1,22,3,51,3,3.9,1,1,19,1
66,1,4,2,33,0,2.9,1,1,50,3
36,1,5,2,60,1,3.9,1,1,46,0
27,1,16,0,59,2,4.3,1,1,28,3
41,1,9,3,30,1,2.8,1,1,14,3
21,1,2,0,20,3,3.4,1,1,46,1
53,1,4,2,20,1,2.7,1,1,41,2
54,1,11,0,24,0,4.0,1,1,50,4
53,1,12,0,88,1,4.4,1,1,28,1
47,1,1,0,78,3,3.9,1,1,23,3
64,1,12,0,25,0,2.8,1,1,14,1
18,1,2,0,57,3,3.2,1,1,10,3
68,1,22,3,93,1,4.3,1,1,37,0
62,1,16,0,42,1,4.2,1,1,15,1
51,1,24,2,54,0,4.9,1,1,19,1
54,1,1,0,70,1,3.7,1,1,23,1
22,1,16,0,31,3,4.1,1,1,35,0
53,1,14,0,93,0,4.2,1,1,33,3
34,1,25,3,40,0,3.9,1,1,12,4
32,1,20,3,32,1,2.9,1,1,41,1
64,1,13,3,27,3,3.1,1,1,27,0
20,1,19,3,68,3,3.6,1,1,45,1
24,1,9,3,59,1,4.4,1,1,23,4
20,1,9,3,36,2,3.1,1,1,19,2
42,1,3,0,23,1,3.9,1,1,6,3
48,1,15,1,80,3,4.3,1,1,6,3
62,1,22,3,37,2,4.9,1,1,20,0
62,1,7,0,52,0,3.6,1,1,8,0
50,1,8,1,79,2,5.0,1,1,39,3
57,1,6,0,68,2,4.1,1,1,39,3
24,1,25,3,98,2,2.8,1,1,39,1
59,1,11,0,83,2,4.7,1,1,23,2
63,1,14,0,83,3,4.4,1,1,41,1
41,1,14,0,55,0,4.9,1,1,50,4
35,1,16,0,26,3,3.1,1,1,30,3
34,1,13,3,76,3,2.6,1,1,32,3
49,1,18,0,85,2,2.9,1,1,35,2
43,1,15,1,89,0,3.3,1,1,45,1
63,1,2,0,41,0,4.8,1,1,37,1
38,1,15,1,30,3,4.7,1,1,45,0
59,1,21,0,53,3,3.3,1,1,29,3
35,1,6,0,66,0,4.2,1,1,27,1
48,1,17,3,33,3,4.7,1,1,36,4
64,1,13,3,86,0,2.6,1,1,9,4
28,1,14,0,60,3,2.9,1,1,38,1
60,1,21,0,62,1,2.7,1,1,41,4
27,1,1,0,74,2,3.3,1,1,25,3
56,1,4,2,95,2,3.4,1,1,37,1
58,1,5,2,25,0,4.2,1,1,3,4
30,1,6,0,59,3,3.8,1,1,24,3
23,1,15,1,29,1,4.0,1,1,49,1
33,1,4,2,36,3,2.7,1,1,3,2
63,1,20,3,82,1,4.7,1,1,42,2
70,1,1,0,71,3,3.5,1,1,32,1
70,1,2,0,35,2,3.0,1,1,33,1
19,1,25,3,38,3,3.3,1,1,46,3
25,1,19,3,59,1,4.7,1,1,44,2
19,1,16,0,91,1,4.7,1,1,35,3
25,1,7,0,68,0,4.8,1,1,45,0
60,1,22,3,21,1,2.9,1,1,37,1
35,1,13,3,95,0,4.0,1,1,40,3
46,1,7,0,52,0,3.1,1,1,30,3
41,1,11,0,21,2,3.5,1,1,38,3
30,1,7,0,67,1,3.7,1,1,15,3
44,1,23,3,42,2,2.8,1,1,49,2
61,1,19,3,63,1,4.6,1,1,40,3
55,1,24,2,41,3,3.8,1,1,40,0
50,1,9,3,46,2,2.6,1,1,5,0
57,1,14,0,79,3,4.1,1,1,5,2
51,1,24,2,90,2,3.3,1,1,5,3
18,1,6,0,71,3,3.4,1,1,1,0
63,1,11,0,87,1,3.0,1,1,21,0
34,1,16,0,66,0,3.2,1,1,18,4
25,1,14,0,90,1,4.5,1,1,49,3
46,1,3,0,47,1,4.8,1,1,27,0
59,1,6,0,38,0,3.7,1,1,21,4
37,1,22,3,50,1,3.4,1,1,19,1
49,1,15,1,79,1,4.6,1,1,23,2
22,1,19,3,91,0,4.1,1,1,26,1
64,1,24,2,60,0,3.5,1,1,13,1
42,1,1,0,81,1,3.8,1,1,36,3
37,1,16,0,90,1,2.6,1,1,39,1
26,1,15,1,70,2,4.4,1,1,40,1
33,1,3,0,63,0,2.6,1,1,37,3
30,1,17,3,29,0,3.6,1,1,9,1
21,1,21,0,90,0,4.2,1,1,7,3
22,1,6,0,22,1,4.6,1,1,25,4
63,1,7,0,22,1,3.3,1,1,42,1
33,1,17,3,62,2,3.4,1,1,19,0
43,1,1,0,57,1,4.4,1,1,41,3
27,1,2,0,32,1,4.3,1,1,50,1
35,1,17,3,53,2,3.5,1,1,43,2
37,1,18,0,79,2,4.7,1,1,36,3
61,1,20,3,61,3,3.1,1,1,33,1
32,1,7,0,78,1,3.6,1,1,20,3
62,1,2,0,97,3,4.8,1,1,37,3
29,1,3,0,78,3,3.7,1,1,12,3
41,1,13,3,56,1,3.2,1,1,46,3
48,1,24,2,25,1,3.9,1,1,28,1
43,1,8,1,28,0,3.5,1,1,30,1
34,1,6,0,57,0,2.8,1,1,28,1
45,1,11,0,36,2,2.7,1,1,20,1
65,1,6,0,69,3,3.1,1,1,39,3
61,1,13,3,48,2,3.6,1,1,48,1
18,1,11,0,58,0,2.9,1,1,32,3
47,1,13,3,24,0,3.6,1,1,28,4
56,1,13,3,31,3,3.5,1,1,27,3
64,1,7,0,29,1,3.5,1,1,26,1
26,1,3,0,69,1,2.8,1,1,22,1
22,1,18,0,79,1,4.7,1,1,23,3
64,1,14,0,39,1,3.1,1,1,21,3
21,1,13,3,84,2,4.9,1,1,36,0
67,1,24,2,66,0,4.1,1,1,42,1
46,1,18,0,92,2,4.7,1,1,4,2
40,1,4,2,45,3,2.5,1,1,47,4
51,1,7,0,74,0,4.4,1,1,13,0
35,1,20,3,39,2,3.9,1,1,8,3
56,1,19,3,71,3,3.7,1,1,11,3
25,1,18,0,95,2,3.4,1,1,5,4
65,1,25,3,72,2,4.8,1,1,1,2
39,1,19,3,85,2,4.2,1,1,17,3
47,1,24,2,54,2,3.4,1,1,27,3
36,1,25,3,41,0,2.9,1,1,3,3
66,1,8,1,24,0,3.3,1,1,22,0
62,1,23,3,99,1,4.8,1,1,24,1
41,1,16,0,32,2,3.8,1,1,18,3
66,1,10,2,71,1,4.6,1,1,39,3
51,1,11,0,49,3,2.6,1,1,25,1
33,1,25,3,50,2,3.4,1,1,6,4
57,1,17,3,91,2,4.2,1,1,26,0
45,1,23,3,46,2,3.9,1,1,43,1
61,1,2,0,50,0,2.9,1,1,6,2
55,1,12,0,39,2,4.2,1,1,6,3
54,1,5,2,99,1,3.0,1,1,13,3
57,1,25,3,48,3,3.6,1,1,13,2
27,1,8,1,77,2,2.5,1,1,11,4
64,1,22,3,95,0,2.6,1,1,45,0
52,1,21,0,100,0,4.3,1,1,8,2
19,1,5,2,54,0,3.3,1,1,8,4
22,1,2,0,68,2,2.6,1,1,34,1
18,1,3,0,22,2,3.6,1,1,40,1
29,1,20,3,84,3,2.6,1,1,14,1
42,1,20,3,46,1,3.5,1,1,11,3
49,1,9,3,53,3,3.0,1,1,8,2
49,1,6,0,60,0,5.0,1,1,8,3
55,1,21,0,32,0,2.5,1,1,37,0
29,1,21,0,50,1,2.9,1,1,23,4
60,1,11,0,94,0,4.6,1,1,38,4
34,1,10,2,26,0,3.6,1,1,38,3
30,1,19,3,44,3,3.0,1,1,12,1
28,1,16,0,57,1,4.5,1,1,15,0
63,1,18,0,65,3,4.5,1,1,38,1
31,1,3,0,72,3,3.2,1,1,41,3
46,1,7,0,62,0,4.0,1,1,37,1
70,1,20,3,21,3,4.8,1,1,16,3
53,1,9,3,85,0,3.7,1,1,25,0
50,1,14,0,51,1,3.8,1,1,18,3
33,1,9,3,84,2,2.7,1,1,4,1
22,1,2,0,37,1,4.9,1,1,12,3
50,1,19,3,44,1,3.1,1,1,35,1
34,1,5,2,45,0,4.2,1,1,45,0
24,1,14,0,35,1,3.8,1,1,16,2
69,1,22,3,50,3,4.2,1,1,10,1
39,1,4,2,26,1,4.6,1,1,34,4
42,1,21,0,78,2,4.0,1,1,43,4
42,1,8,1,82,2,4.0,1,1,38,0
29,1,21,0,39,0,3.8,1,1,48,3
55,1,23,3,55,1,3.3,1,1,31,4
32,1,21,0,20,1,2.6,1,1,20,3
25,1,23,3,29,2,4.9,1,1,12,1
38,1,14,0,41,3,3.5,1,1,2,0
32,1,7,0,38,3,2.8,1,1,30,3
43,1,24,2,47,1,2.6,1,1,28,3
41,1,11,0,30,1,3.7,1,1,40,2
56,1,3,0,56,1,2.7,1,1,46,3
27,1,18,0,89,3,3.3,1,1,15,0
46,1,10,2,96,2,4.6,1,1,38,3
48,1,24,2,81,2,4.9,1,1,30,1
52,1,19,3,83,2,4.9,1,1,32,1
18,1,5,2,35,3,2.7,1,1,36,3
64,1,24,2,56,1,3.2,1,1,32,0
54,1,9,3,45,1,2.9,1,1,14,4
31,1,6,0,62,3,3.8,1,1,8,2
30,1,20,3,84,0,3.0,1,1,27,1
26,1,2,0,24,1,3.9,1,1,24,2
25,1,9,3,21,0,4.7,1,1,30,1
59,1,6,0,91,3,4.9,1,1,34,2
55,1,13,3,36,3,4.8,1,1,28,3
56,1,5,2,39,0,2.5,1,1,27,2
62,1,16,0,39,0,3.9,1,1,31,1
35,1,6,0,59,3,3.4,1,1,23,4
51,1,13,3,27,3,2.5,1,1,11,3
61,1,1,0,94,0,3.0,1,1,48,3
27,1,23,3,94,2,3.6,1,1,17,2
54,1,11,0,94,3,3.6,1,1,36,0
31,1,10,2,51,2,4.1,1,1,33,1
24,1,21,0,62,2,3.7,1,1,27,1
42,1,21,0,57,0,3.1,1,1,14,1
41,1,7,0,76,2,4.2,1,1,5,4
66,1,25,3,63,1,4.3,1,1,47,3
58,1,15,1,80,2,2.5,1,1,28,1
43,1,9,3,68,2,3.5,1,1,11,4
52,1,22,3,89,1,3.1,1,1,18,0
35,1,24,2,26,1,2.5,1,1,21,0
23,1,25,3,90,3,3.9,1,1,22,1
25,1,16,0,28,0,4.9,1,1,33,3
33,1,8,1,29,0,4.3,1,1,49,4
48,1,6,0,31,0,2.6,1,1,10,3
42,1,6,0,24,1,4.2,1,1,18,0
55,1,2,0,88,1,2.6,1,1,28,1
59,1,6,0,87,0,3.6,1,1,25,0
65,1,16,0,80,1,3.2,1,1,6,0
59,1,4,2,48,3,4.4,1,1,44,1
31,1,23,3,21,3,3.7,1,1,30,2
49,1,24,2,72,0,3.7,1,1,42,3
53,1,16,0,44,2,4.1,1,1,30,2
48,1,4,2,73,2,3.6,1,1,33,1
23,1,3,0,61,0,4.3,1,1,24,3
68,1,10,2,20,3,2.6,1,1,13,2
35,1,4,2,86,1,2.9,1,1,19,2
34,1,11,0,60,0,4.2,1,1,23,3
62,1,20,3,43,3,4.0,1,1,35,2
21,1,14,0,44,0,4.3,1,1,22,2
70,1,21,0,76,0,3.0,1,1,14,3
55,1,6,0,33,1,3.5,1,1,47,1
43,1,7,0,60,2,3.0,1,1,50,3
19,1,15,1,26,2,3.1,1,1,33,0
47,1,16,0,73,3,4.0,1,1,7,2
26,1,10,2,87,0,4.1,1,1,3,2
46,1,12,0,100,0,3.3,1,1,35,3
19,1,8,1,84,3,4.9,1,1,13,1
49,1,5,2,41,1,3.9,1,1,42,1
51,1,3,0,59,3,3.9,1,1,5,4
64,1,1,0,26,3,4.8,1,1,23,4
67,1,13,3,69,1,2.7,1,1,11,1
37,1,15,1,20,0,3.1,1,1,23,1
40,1,11,0,83,1,3.2,1,1,2,3
38,1,20,3,54,0,2.7,1,1,33,0
66,1,16,0,66,2,2.5,1,1,6,1
47,1,9,3,42,0,2.6,1,1,45,3
56,1,3,0,33,0,2.9,1,1,25,3
51,1,24,2,77,1,4.2,1,1,24,3
25,1,15,1,65,2,4.4,1,1,10,3
37,1,4,2,39,1,4.1,1,1,7,3
41,1,23,3,51,1,3.8,1,1,1,0
64,1,9,3,65,3,4.9,1,1,45,3
23,1,13,3,89,1,4.9,1,1,37,0
62,1,12,0,76,0,4.1,1,1,14,3
39,1,22,3,75,0,3.1,1,1,25,2
52,1,4,2,61,1,2.7,1,1,18,4
50,1,24,2,35,2,3.8,1,1,37,3
28,1,5,2,37,2,4.3,1,1,30,2
67,1,12,0,91,3,4.1,1,1,34,0
41,1,11,0,99,2,4.4,1,1,49,3
19,1,7,0,54,1,3.6,1,1,48,2
70,1,9,3,47,3,3.3,1,1,33,1
49,1,19,3,77,0,3.6,1,1,44,4
59,1,23,3,84,2,2.8,1,1,50,0
52,1,25,3,51,0,4.3,1,1,47,2
20,1,12,0,26,1,3.9,1,1,24,3
31,1,7,0,64,1,2.7,1,1,43,2
33,1,22,3,51,0,4.7,1,1,14,2
44,1,16,0,60,0,3.8,1,1,3,3
40,1,20,3,69,0,4.7,1,1,33,3
69,1,17,3,29,0,4.7,1,1,38,1
29,1,6,0,91,0,3.4,1,1,46,0
54,1,23,3,70,0,3.5,1,1,19,3
65,1,2,0,58,1,4.0,1,1,20,4
54,1,20,3,98,2,3.3,1,1,42,3
60,1,19,3,68,1,4.7,1,1,34,2
43,1,20,3,44,1,2.8,1,1,5,2
44,1,15,1,45,3,3.3,1,1,3,3
69,1,18,0,99,0,2.9,1,1,46,3
46,1,11,0,68,0,2.8,1,1,16,4
41,1,14,0,56,0,4.2,1,1,21,1
32,1,2,0,43,3,4.4,1,1,34,1
26,1,13,3,99,3,3.6,1,1,9,3
61,1,23,3,56,2,2.7,1,1,36,0
49,1,16,0,25,0,3.4,1,1,22,2
53,1,14,0,74,3,2.8,1,1,2,3
24,1,16,0,56,3,3.4,1,1,32,2
37,1,5,2,47,2,2.6,1,1,29,3
43,1,11,0,67,1,4.1,1,1,27,3
31,1,11,0,22,3,2.9,1,1,33,1
49,1,3,0,34,0,2.7,1,1,16,2
69,1,2,0,64,0,3.7,1,1,11,3
65,1,7,0,42,0,4.3,1,1,11,1
41,1,6,0,82,3,2.6,1,1,17,1
37,1,23,3,81,1,4.3,1,1,37,0
70,1,8,1,24,1,4.1,1,1,18,0
63,1,5,2,60,2,4.2,1,1,13,2
55,1,6,0,24,0,4.2,1,1,7,0
52,1,21,0,78,3,3.1,1,1,37,3
22,1,3,0,88,3,4.9,1,1,8,2
54,1,3,0,63,0,4.4,1,1,11,1
28,1,5,2,78,1,4.4,1,1,8,1
67,1,11,0,37,3,3.4,1,1,31,3
59,1,24,2,94,2,4.5,1,1,26,1
26,1,18,0,78,2,4.5,1,1,20,1
24,1,8,1,36,3,4.1,1,1,24,1
62,1,12,0,24,3,3.2,1,1,45,1
70,1,5,2,84,0,2.7,1,1,33,2
45,1,3,0,47,0,3.7,1,1,21,2
58,1,16,0,51,2,2.6,1,1,2,1
31,1,10,2,84,1,2.7,1,1,28,0
32,1,7,0,24,1,2.7,1,1,18,3
36,1,1,0,97,2,4.8,1,1,21,1
25,1,18,0,89,3,4.8,1,1,24,2
48,1,23,3,44,0,2.6,1,1,15,3
39,1,9,3,35,3,4.5,1,1,38,3
26,1,11,0,91,3,3.2,1,1,38,1
32,1,20,3,63,3,3.8,1,1,13,1
54,1,23,3,97,0,4.8,1,1,39,1
38,1,24,2,38,1,4.1,1,1,8,3
46,1,8,1,24,0,2.8,1,1,4,3
57,1,1,0,32,3,3.9,1,1,6,3
49,1,20,3,90,1,4.9,1,1,11,3
33,1,3,0,36,1,3.4,1,1,49,2
54,1,22,3,37,3,4.1,1,1,30,3
47,1,11,0,51,1,2.9,1,1,34,2
36,1,20,3,71,2,3.1,1,1,28,2
68,1,13,3,50,0,3.6,1,1,36,3
60,1,20,3,74,2,3.5,1,1,18,3
55,1,11,0,75,1,3.4,1,1,4,2
29,1,6,0,99,0,2.9,1,1,42,3
38,1,19,3,23,0,4.7,1,1,11,3
70,1,5,2,53,3,4.4,1,1,31,1
36,1,12,0,99,0,2.6,1,1,12,1
18,1,17,3,48,0,4.4,1,1,20,3
62,1,24,2,72,2,3.7,1,1,37,3
29,1,13,3,64,0,4.4,1,1,26,1
21,1,24,2,63,0,2.5,1,1,14,0
42,1,4,2,51,0,2.6,1,1,12,1
43,1,24,2,55,0,5.0,1,1,10,4
58,1,11,0,55,0,4.9,1,1,19,4
27,1,16,0,26,1,3.7,1,1,4,0
57,1,7,0,67,1,3.1,1,1,48,3
40,1,8,1,31,2,3.2,1,1,37,2
45,1,3,0,66,3,4.4,1,1,4,2
47,1,13,3,67,1,4.3,1,1,15,0
61,1,5,2,61,3,3.0,1,1,33,0
60,1,15,1,75,2,3.5,1,1,30,3
69,1,12,0,90,0,3.6,1,1,23,2
58,1,2,0,40,1,3.8,1,1,2,0
34,1,18,0,90,2,3.6,1,1,50,3
20,1,23,3,20,0,4.6,1,1,34,1
56,1,25,3,40,1,2.5,1,1,33,0
64,1,20,3,33,2,3.5,1,1,34,2
56,1,24,2,98,0,4.0,1,1,39,3
27,1,23,3,42,0,3.5,1,1,47,3
35,1,8,1,62,1,3.2,1,1,37,2
24,1,20,3,45,3,3.5,1,1,40,1
26,1,10,2,78,1,3.4,1,1,8,1
32,1,9,3,80,2,5.0,1,1,12,4
54,1,19,3,96,0,4.5,1,1,36,2
62,1,9,3,47,1,2.8,1,1,48,0
50,1,14,0,84,3,4.9,1,1,47,1
70,1,10,2,31,0,3.1,1,1,2,2
48,1,13,3,63,0,4.8,1,1,24,0
20,1,7,0,97,0,2.7,1,1,40,1
46,1,15,1,99,3,4.6,1,1,50,0
51,1,4,2,90,3,4.4,1,1,25,0
53,1,10,2,68,2,3.2,1,1,20,2
44,1,17,3,80,0,3.0,1,1,10,0
29,1,4,2,91,1,4.9,1,1,32,3
64,1,14,0,30,0,3.6,1,1,31,1
51,1,10,2,90,0,3.8,1,1,48,1
50,1,21,0,28,0,2.9,1,1,23,2
43,1,21,0,46,3,3.9,1,1,1,1
61,1,11,0,60,2,3.6,1,1,4,1
55,1,10,2,59,0,3.5,1,1,3,1
56,1,20,3,68,2,4.0,1,1,3,1
33,1,22,3,79,1,4.8,1,1,44,4
43,1,22,3,94,3,3.9,1,1,5,1
21,1,14,0,83,1,4.5,1,1,50,3
58,1,25,3,62,0,4.8,1,1,2,4
41,1,19,3,85,0,2.6,1,1,29,4
39,1,16,0,30,1,3.1,1,1,11,4
54,1,3,0,24,0,4.7,1,1,37,1
43,1,22,3,25,0,2.9,1,1,32,1
28,1,4,2,37,1,3.8,1,1,27,4
59,1,23,3,69,1,3.8,1,1,31,1
28,1,10,2,97,1,3.0,1,1,36,1
68,1,25,3,24,1,4.1,1,1,34,0
20,1,23,3,30,1,3.4,1,1,15,3
21,1,15,1,53,2,2.5,1,1,14,4
50,1,11,0,70,0,4.9,1,1,46,0
32,1,6,0,76,3,2.8,1,1,33,1
24,1,19,3,95,2,4.5,1,1,41,4
55,1,8,1,51,3,4.9,1,1,39,0
61,1,9,3,41,3,4.9,1,1,7,4
61,1,13,3,71,3,3.5,1,1,29,3
28,1,18,0,66,1,3.5,1,1,18,3
60,1,6,0,84,3,4.9,1,1,15,4
49,1,9,3,95,3,3.0,1,1,39,1
33,1,17,3,90,1,2.8,1,1,11,2
45,1,16,0,36,1,3.7,1,1,4,1
29,1,25,3,22,0,3.6,1,1,33,1
58,1,8,1,89,3,3.3,1,1,37,3
22,1,4,2,50,0,3.4,1,1,32,3
55,1,24,2,36,2,4.0,1,1,44,3
19,1,14,0,52,0,4.6,1,1,41,3
68,1,21,0,29,2,4.2,1,1,44,0
61,1,1,0,89,2,2.8,1,1,32,4
68,1,9,3,47,2,3.7,1,1,13,2
52,1,17,3,25,0,3.4,1,1,48,3
41,1,14,0,74,2,3.0,1,1,3,0
29,1,23,3,46,2,4.8,1,1,39,2
68,1,3,0,22,2,4.0,1,1,7,1
36,1,6,0,25,1,4.9,1,1,11,1
55,1,23,3,80,0,4.9,1,1,47,0
28,1,3,0,76,0,3.3,1,1,28,1
39,1,3,0,30,1,4.4,1,1,17,3
54,1,2,0,79,2,3.5,1,1,11,1
40,1,5,2,22,3,4.2,1,1,12,4
31,1,21,0,36,2,4.2,1,1,7,1
30,1,21,0,77,2,2.7,1,1,19,1
45,1,13,3,33,2,2.8,1,1,24,3
48,1,5,2,64,3,3.8,1,1,19,2
45,1,21,0,53,2,2.6,1,1,39,4
60,1,10,2,36,2,3.0,1,1,1,1
59,1,1,0,70,0,3.3,0,1,10,1
18,1,7,0,96,3,4.9,0,1,48,3
70,1,15,1,27,0,3.3,0,1,24,4
20,1,2,0,64,3,2.9,0,1,42,1
65,1,15,1,23,0,4.4,0,1,20,0
29,1,19,3,33,1,3.1,0,1,49,3
22,1,15,1,34,3,2.5,0,1,25,2
27,1,2,0,35,1,2.6,0,1,21,3
36,1,8,1,62,1,4.4,0,1,12,3
59,1,24,2,75,2,2.6,0,1,21,3
62,1,16,0,29,1,3.3,0,1,35,2
34,1,20,3,28,0,3.5,0,1,42,3
59,1,18,0,20,0,4.1,0,1,3,3
49,1,8,1,96,3,4.0,0,1,11,1
18,1,11,0,43,1,2.7,0,1,22,3
55,1,6,0,94,2,2.5,0,1,47,0
38,1,12,0,81,2,4.3,0,1,33,3
50,1,17,3,75,1,3.3,0,1,50,0
61,1,20,3,81,1,2.6,0,1,46,2
48,1,7,0,92,2,3.5,0,1,34,1
22,1,19,3,96,0,4.0,0,1,33,2
48,1,17,3,71,2,2.6,0,1,45,1
57,1,13,3,50,1,4.9,0,1,32,1
33,1,8,1,72,0,2.9,0,1,47,1
58,1,15,1,28,3,3.7,0,1,5,3
37,1,2,0,59,2,4.4,0,1,49,1
18,1,8,1,33,1,4.4,0,1,48,2
65,1,19,3,59,2,3.8,0,1,22,3
62,1,23,3,30,0,4.5,0,1,45,4
54,1,20,3,85,3,2.6,0,1,30,3
35,1,22,3,97,1,3.3,0,1,43,0
34,1,18,0,36,2,4.1,0,1,48,3
25,1,17,3,85,3,3.0,0,1,23,1
53,1,13,3,62,3,3.0,0,1,27,1
45,1,3,0,71,3,3.4,0,1,7,2
49,1,14,0,21,3,2.7,0,1,2,0
40,1,22,3,61,0,3.8,0,1,33,1
38,1,19,3,58,0,4.2,0,1,27,1
44,1,2,0,80,0,4.7,0,1,6,1
68,1,17,3,50,0,4.1,0,1,20,3
60,1,5,2,48,3,4.2,0,1,46,3
25,1,17,3,40,3,4.8,0,1,25,3
19,1,8,1,34,1,3.0,0,1,30,3
57,1,8,1,46,2,2.6,0,1,48,4
58,1,13,3,27,1,3.2,0,1,47,0
49,1,9,3,98,0,3.6,0,1,27,0
19,1,2,0,73,2,2.6,0,1,45,1
50,1,14,0,28,0,4.4,0,1,2,0
30,1,25,3,76,2,3.0,0,1,39,1
52,1,2,0,83,2,2.9,0,1,24,1
35,1,16,0,23,0,4.3,0,1,8,1
35,1,20,3,28,2,3.1,0,1,8,3
33,1,18,0,83,0,3.0,0,1,6,3
52,1,12,0,96,3,3.6,0,1,12,1
69,1,5,2,62,2,2.8,0,1,26,0
27,1,7,0,25,2,2.8,0,1,50,1
66,1,16,0,97,3,4.9,0,1,2,0
28,1,16,0,61,2,3.0,0,1,31,1
22,1,10,2,66,1,4.1,0,1,4,1
69,1,16,0,67,0,4.6,0,1,32,3
28,1,13,3,80,1,4.8,0,1,11,1
55,1,12,0,25,2,2.6,0,1,47,3
30,1,20,3,58,2,4.0,0,1,37,0
67,1,22,3,96,3,4.2,0,1,39,1
25,1,13,3,77,0,4.5,0,1,24,2
49,1,23,3,65,1,4.9,0,1,11,3
34,1,17,3,36,0,3.1,0,1,36,0
22,1,5,2,84,3,4.0,0,1,40,2
63,1,18,0,58,2,3.2,0,1,25,3
70,1,9,3,62,0,4.3,0,1,12,4
36,1,20,3,67,2,2.5,0,1,38,2
42,1,2,0,20,0,4.9,0,1,40,3
27,1,4,2,90,1,2.7,0,1,10,0
23,1,19,3,58,3,3.4,0,1,47,1
50,1,6,0,53,0,4.8,0,1,22,2
56,1,25,3,30,3,4.7,0,1,35,2
37,1,16,0,65,3,4.7,0,1,46,1
67,1,17,3,41,1,3.9,0,1,30,1
67,1,6,0,73,0,3.7,0,1,20,2
50,1,16,0,98,0,4.3,0,1,25,1
36,1,10,2,36,3,4.1,0,1,29,0
62,1,18,0,81,1,4.6,0,1,2,3
65,1,12,0,90,3,3.6,0,1,32,3
23,1,9,3,83,1,4.8,0,1,37,2
46,1,6,0,91,3,2.8,0,1,16,3
18,1,14,0,36,1,4.7,0,1,32,1
58,1,8,1,53,0,3.9,0,1,42,1
31,1,3,0,39,3,2.6,0,1,6,3
39,1,25,3,33,3,4.7,0,1,23,1
69,1,18,0,76,0,3.5,0,1,27,1
68,1,24,2,23,3,4.4,0,1,43,3
41,1,3,0,54,2,4.4,0,1,25,1
31,1,5,2,89,1,3.0,0,1,30,3
48,1,5,2,38,1,4.2,0,1,7,3
59,1,20,3,36,3,4.3,0,1,17,4
34,1,14,0,66,0,2.6,0,1,10,1
21,1,17,3,42,0,3.3,0,1,40,4
29,1,17,3,36,3,2.7,0,1,50,1
41,1,1,0,86,0,4.2,0,1,24,0
62,1,9,3,49,2,4.0,0,1,8,3
27,1,6,0,41,1,4.0,0,1,6,3
49,1,11,0,82,0,2.9,0,1,44,1
67,1,18,0,53,2,2.6,0,1,47,3
20,1,10,2,21,1,4.8,0,1,6,3
